Season,First Name,Last Name,Team,Age,PP,2P,WAR,GB,GP,PA,AB,H,HR,AVG,OBP,SLG,OPS,R,1B,2B,3B,RBI,XBH,SB,CS,BB,K,wOBA,ISO,BABIP,SH,SF,TB,HBP,E,PB,PA/G,AB/HR,K%,BB%,XBH%,wRAA,wSB,Def,Pos,Corr,RAA,WAA,WAR,qAVG,Aggr,SB%,RS%,E/GF,PB/GF,adjBA
13,Atlas,Rios,CDMX,36,2B,SS,1.4,59,80,209,188,50,6,.266,.327,.431,.758,31,31,13,0,29,19,4,1,17,31,.332,.165,.288,1,2,81,1,7,0,2.6,31.3,0.165,.081,.380,1.74,0.25,-2.64,-0.14,0.049,-0.75,-0.08,1.4,0.231,0.102,0.800,0.403,0.133,0.000,0.273
13,Douglas,Sandman,SEO,39,RF,OF,0.0,15,80,17,15,4,0,.267,.353,.333,.686,1,3,1,0,1,1,0,0,2,4,.313,.067,.364,0,0,5,0,1,0,0.2,Infinity,0.267,.118,.250,-0.32,-0.01,-0.54,-0.12,0.004,-0.99,-0.10,0.0,0.019,0.000,0.000,0.167,0.075,0.000,0.220
13,Remy,Austin,GLA,35,CF,1B/OF,1.2,62,80,202,179,48,1,.268,.328,.335,.664,18,38,9,0,17,10,20,3,16,31,.298,.067,.311,1,4,60,2,0,0,2.5,179.0,0.173,.079,.208,-4.57,2.53,0.76,-0.51,0.047,-1.74,-0.18,1.2,0.222,0.411,0.870,0.262,0.000,0.000,0.252
13,Yvonne,Hicks,KBC,29,SS,,0.8,39,51,125,123,33,3,.268,.280,.415,.695,13,21,9,0,15,12,0,0,2,37,.302,.146,.361,0,0,51,0,0,2,2.5,41.0,0.301,.016,.364,-1.80,-0.05,1.07,-0.08,0.029,-0.82,-0.09,0.8,0.153,0.000,0.000,0.313,0.000,0.058,0.227
13,Bukkit,Navarro,CHI,31,LF,RF,1.5,53,80,169,153,41,4,.268,.333,.418,.752,19,26,11,0,17,15,3,2,15,31,.333,.150,.314,1,0,64,0,0,0,2.1,38.3,0.203,.089,.366,2.04,-0.39,0.69,0.51,0.040,2.90,0.30,1.5,0.190,0.122,0.600,0.288,0.000,0.000,0.258
13,Archibald,Turnpike,PAL,38,SS,3B,0.5,50,80,112,104,28,1,.269,.306,.337,.643,17,23,4,0,9,5,2,1,5,26,.287,.067,.346,1,1,35,1,1,3,1.4,104.0,0.25,.045,.179,-3.49,-0.11,0.54,0.40,0.026,-2.63,-0.28,0.5,0.130,0.103,0.667,0.485,0.023,0.068,0.232
13,Lennox,Castaneda,SCS,34,C,,1.5,58,80,198,175,47,4,.269,.345,.383,.728,22,35,8,0,12,12,0,0,20,40,.326,.114,.326,1,1,67,1,0,0,2.5,43.8,0.229,.101,.255,0.07,-0.12,0.73,1.10,0.047,1.84,0.19,1.5,0.218,0.000,0.000,0.281,0.000,0.000,0.247
13,Amari,Tropicus,BBR,25,C,1B,1.9,57,80,210,196,53,9,.270,.314,.454,.768,21,35,9,0,25,18,2,2,11,32,.336,.184,.282,0,1,89,2,0,1,2.6,21.8,0.163,.052,.340,2.34,-0.60,0.20,2.01,0.049,4.00,0.42,1.9,0.245,0.083,0.500,0.211,0.000,0.020,0.283
13,Bodhi,Butler,NYF,33,1B,C,1.9,64,64,212,189,51,3,.270,.330,.429,.759,25,29,17,2,22,22,21,3,16,31,.332,.159,.306,3,2,81,2,0,0,3.3,63.0,0.164,.075,.431,1.69,2.75,0.46,-0.37,0.050,4.59,0.48,1.9,0.236,0.511,0.875,0.333,0.000,0.000,0.262
13,Dudley,Roach,CHI,40,CF,1B/OF,0.7,26,80,85,74,20,0,.270,.365,.351,.716,5,14,6,0,1,6,0,0,10,17,.326,.081,.351,0,0,26,1,0,0,1.1,Infinity,0.23,.118,.300,0.66,-0.05,0.32,-0.21,0.020,0.73,0.08,0.7,0.093,0.000,0.000,0.161,0.000,0.000,0.231
13,Aurelia,Madd,DUB,32,C,1B,0.9,57,80,159,144,39,0,.271,.333,.340,.674,17,29,10,0,8,10,1,1,14,29,.303,.069,.336,0,1,49,0,0,3,2.0,Infinity,0.201,.088,.256,-2.91,-0.34,-0.70,2.01,0.037,-1.91,-0.20,0.9,0.181,0.047,0.500,0.321,0.000,0.059,0.240
13,Chewie,Barber,MUN,37,SS,IF,0.2,18,32,52,48,13,1,.271,.308,.417,.724,6,8,4,0,6,5,0,0,3,10,.315,.146,.316,0,1,20,0,3,0,1.6,48.0,0.208,.058,.385,-0.50,-0.02,-1.36,0.22,0.012,-1.65,-0.17,0.2,0.060,0.000,0.000,0.333,0.188,0.000,0.252
13,Arnold,Halley,BSD,38,3B,,1.1,51,54,154,136,37,1,.272,.353,.346,.699,17,30,5,1,9,7,9,2,12,50,.318,.074,.424,1,0,47,5,6,0,2.9,136.0,0.368,.078,.189,0.48,0.80,-2.04,0.80,0.036,0.07,0.01,1.1,0.171,0.234,0.818,0.302,0.132,0.000,0.195
13,George,Muscles,BUS,34,RF,,0.7,40,43,143,128,35,5,.273,.331,.430,.761,20,25,5,0,15,10,5,2,10,18,.334,.156,.280,1,2,55,2,2,0,3.3,25.6,0.141,.070,.286,-0.43,0.02,-0.70,-1.44,0.034,-2.52,-0.26,0.7,0.162,0.189,0.714,0.357,0.056,0.000,0.285
13,Womp,Barker,MSLA,35,C,LF,0.1,5,80,12,11,3,0,.273,.333,.273,.606,2,3,0,0,1,0,0,0,1,0,.280,.000,.273,0,0,3,0,0,0,0.2,Infinity,0,.083,.000,-0.39,-0.01,0.07,0.19,0.003,-0.14,-0.01,0.1,0.014,0.000,0.000,0.500,0.000,0.000,0.300
13,Term,Hardcore,DUB,39,C,OF,0.5,33,80,91,84,23,0,.274,.311,.333,.644,10,18,5,0,8,5,0,0,5,20,.287,.060,.354,1,1,28,0,0,1,1.1,Infinity,0.238,.055,.217,-2.85,-0.05,-0.05,1.36,0.021,-1.57,-0.16,0.5,0.106,0.000,0.000,0.357,0.000,0.034,0.229
13,Karmea,Noelani,HON,31,CF,OF,0.7,30,80,83,73,20,1,.274,.361,.342,.704,14,18,0,1,5,2,10,5,9,15,.321,.068,.333,0,0,25,1,0,0,1.0,73.0,0.205,.108,.100,1.14,-0.31,0.36,-0.33,0.020,0.89,0.09,0.7,0.093,0.536,0.667,0.448,0.000,0.000,0.248
13,Marrigold,Kelley,BBR,34,SS,2B,1.5,47,73,157,138,38,8,.275,.353,.493,.845,23,25,4,1,20,13,2,2,14,47,.369,.217,.357,1,1,68,3,4,0,2.2,17.3,0.341,.089,.342,5.95,-0.59,-0.77,-0.45,0.037,4.18,0.44,1.5,0.176,0.095,0.500,0.319,0.096,0.000,0.238
13,Dally,Feducci,DAK,39,3B,,1.5,58,80,167,153,42,4,.275,.335,.386,.721,15,33,5,0,16,9,1,0,14,36,.322,.111,.336,0,0,59,0,1,0,2.1,38.3,0.235,.084,.214,0.00,0.10,2.26,0.90,0.039,3.31,0.35,1.5,0.194,0.021,1.000,0.212,0.019,0.000,0.248
13,Bash,Clemente,PAL,35,RF,1B/OF,1.4,52,80,159,149,41,8,.275,.310,.477,.787,23,28,4,1,17,13,0,0,8,47,.341,.201,.347,1,1,71,0,0,0,2.0,18.6,0.315,.050,.317,1.81,-0.07,0.80,-0.05,0.037,2.53,0.27,1.4,0.190,0.000,0.000,0.366,0.000,0.000,0.243
13,Gale,Huerta,VAL,38,LF,1B/OF,0.8,27,38,85,76,21,3,.276,.341,.500,.841,15,11,6,1,13,10,0,0,8,16,.363,.224,.310,0,1,38,0,2,0,2.2,25.3,0.211,.094,.476,3.23,-0.04,-1.15,0.21,0.020,2.27,0.24,0.8,0.097,0.000,0.000,0.462,0.083,0.000,0.264
13,Domingo,Moreno,MTL,23,C,RF,0.9,39,80,105,94,26,3,.277,.333,.415,.748,13,19,4,0,8,7,0,0,8,23,.331,.138,.338,3,0,39,0,0,0,1.3,31.3,0.245,.076,.269,0.39,-0.06,0.55,0.62,0.025,1.54,0.16,0.9,0.120,0.000,0.000,0.323,0.000,0.000,0.249
13,Naomi,Ceddanne,SEO,19,C,1B,0.7,27,80,78,65,18,1,.277,.390,.385,.774,12,13,4,0,9,5,1,1,11,25,.351,.108,.436,1,0,25,1,0,0,1.0,65.0,0.385,.141,.278,0.93,-0.30,0.31,0.95,0.018,1.91,0.20,0.7,0.083,0.080,0.500,0.379,0.000,0.000,0.195
13,Aden,Fleming,SEO,34,C,1B,1.6,57,80,165,144,40,4,.278,.366,.424,.789,21,27,9,0,18,13,0,0,17,37,.352,.146,.350,1,0,61,3,0,1,2.1,36.0,0.257,.103,.325,1.97,-0.10,0.20,2.01,0.039,4.12,0.43,1.6,0.185,0.000,0.000,0.304,0.000,0.020,0.242
13,Tristen,Benitez,CDMX,31,2B,SS,1.7,42,80,160,147,41,8,.279,.333,.469,.803,19,29,4,0,31,12,0,0,11,19,.352,.190,.275,1,0,69,1,0,0,2.0,18.4,0.129,.069,.293,3.78,-0.09,2.05,-0.10,0.038,5.68,0.60,1.7,0.190,0.000,0.000,0.244,0.000,0.000,0.299
13,Mikey,Gordon,HAV,33,1B,C,1.2,46,80,139,122,34,4,.279,.348,.434,.782,12,23,7,0,20,11,0,0,11,32,.344,.156,.341,1,2,53,3,0,1,1.7,30.5,0.262,.079,.324,2.50,-0.08,-0.12,-0.27,0.033,2.07,0.22,1.2,0.157,0.000,0.000,0.182,0.000,0.024,0.244
13,Gerty,Huang,BSD,38,RF,OF,1.3,52,80,139,120,34,3,.283,.365,.417,.782,24,25,5,1,13,9,4,2,16,32,.347,.133,.360,2,1,50,0,1,0,1.7,40.0,0.267,.115,.265,3.62,-0.19,0.08,-0.42,0.033,3.13,0.33,1.3,0.157,0.146,0.667,0.447,0.022,0.000,0.238
13,Ministry,Lang,JSB,40,RF,LF,0.2,14,80,49,46,13,1,.283,.327,.348,.674,5,12,0,0,5,1,0,0,2,7,.304,.065,.316,0,0,16,1,0,0,0.6,46.0,0.152,.041,.077,-0.53,-0.03,0.22,-0.51,0.012,-0.84,-0.09,0.2,0.060,0.000,0.000,0.267,0.000,0.000,0.270
13,Colt,York,SCS,38,C,,1.2,36,80,104,88,25,3,.284,.394,.477,.872,15,14,8,0,12,11,0,0,15,19,.385,.193,.333,0,0,42,1,0,2,1.3,29.3,0.216,.144,.440,4.91,-0.06,-0.45,0.69,0.024,5.11,0.54,1.2,0.116,0.000,0.000,0.316,0.000,0.063,0.259
13,Marina,Berry,BUS,33,LF,1B/OF,1.8,64,65,212,186,53,4,.285,.362,.409,.771,25,39,9,1,21,14,10,2,20,30,.343,.124,.320,2,1,76,3,0,0,3.3,46.5,0.161,.094,.264,1.06,0.97,1.01,0.50,0.050,3.59,0.38,1.8,0.245,0.194,0.833,0.292,0.000,0.000,0.267
13,Cash,Considerations,GLA,22,SS,2B,0.7,64,80,188,172,49,2,.285,.346,.349,.695,17,42,5,0,17,7,0,2,16,38,.314,.064,.356,0,0,60,0,7,0,2.4,86.0,0.221,.085,.143,-1.85,-1.02,-2.27,-0.62,0.044,-5.71,-0.60,0.7,0.227,0.034,0.000,0.238,0.123,0.000,0.242
13,Rhett,Williamson,CDMX,30,SS,3B,0.7,23,80,55,49,14,3,.286,.352,.551,.903,7,7,4,0,10,7,0,0,4,17,.391,.265,.379,1,0,27,1,2,0,0.7,16.3,0.347,.073,.500,2.98,-0.02,-0.34,0.19,0.013,2.81,0.29,0.7,0.065,0.000,0.000,0.250,0.098,0.000,0.239
13,Jo,Enriquez,DUB,38,3B,SS,0.7,20,80,59,49,14,1,.286,.407,.408,.815,7,10,3,0,4,4,1,1,10,11,.368,.122,.351,0,0,20,0,0,0,0.7,49.0,0.224,.169,.286,2.00,-0.29,1.03,0.02,0.014,2.77,0.29,0.7,0.065,0.100,0.500,0.261,0.000,0.000,0.247
13,Ryker,Odom,HAV,34,2B,SS,0.4,19,80,46,42,12,0,.286,.348,.333,.681,3,11,0,1,5,1,1,0,3,12,.309,.048,.400,0,0,14,1,0,0,0.6,Infinity,0.286,.065,.083,-0.45,0.17,0.93,-0.05,0.011,0.61,0.06,0.4,0.056,0.067,1.000,0.188,0.000,0.000,0.214
13,Kannon,Friendly,PIT,41,CF,1B/OF,0.6,28,53,75,70,20,4,.286,.333,.500,.833,10,13,3,0,10,7,0,0,4,19,.363,.214,.340,0,0,35,1,2,0,1.4,17.5,0.271,.053,.350,2.71,-0.04,-1.23,-0.23,0.018,1.22,0.13,0.6,0.093,0.000,0.000,0.286,0.080,0.000,0.259
13,Eternity,Gutierrez,PIT,34,LF,1B/OF,1.7,53,61,170,154,44,5,.286,.347,.481,.828,26,24,15,0,18,20,0,1,13,44,.361,.195,.368,0,1,74,2,2,0,2.8,30.8,0.286,.076,.455,5.86,-0.53,-0.74,0.42,0.040,5.04,0.53,1.7,0.204,0.026,0.000,0.389,0.042,0.000,0.237
13,Ridge,Curry,SPT,41,C,LF,0.6,20,49,48,42,12,2,.286,.362,.429,.790,4,10,0,0,6,2,0,0,4,12,.353,.143,.357,1,0,18,1,0,0,1.0,21.0,0.286,.083,.167,1.45,-0.03,0.27,0.76,0.011,2.47,0.26,0.6,0.056,0.000,0.000,0.133,0.000,0.000,0.248
13,Alphonso,Delano,PAL,32,RF,LF,1.2,41,41,140,122,35,4,.287,.371,.418,.789,15,27,4,0,10,8,0,0,15,24,.352,.131,.326,0,1,51,2,0,0,3.4,30.5,0.197,.107,.229,2.98,-0.09,0.66,-1.50,0.033,2.07,0.22,1.2,0.162,0.000,0.000,0.229,0.000,0.000,0.264
13,Aurora,Barton,SCS,41,SS,2B,1.3,43,80,125,115,33,3,.287,.344,.478,.822,14,19,9,2,15,14,0,1,8,18,.359,.191,.319,0,0,55,2,0,0,1.6,38.3,0.157,.064,.424,3.24,-0.51,2.18,-0.42,0.029,4.53,0.47,1.3,0.153,0.034,0.000,0.275,0.000,0.000,0.271
13,Adelina,Humphrey,CHI,24,C,LF,0.8,36,80,103,94,27,0,.287,.343,.351,.694,11,21,6,0,9,6,1,1,7,25,.312,.064,.391,1,0,33,1,0,0,1.3,Infinity,0.266,.068,.222,-0.35,-0.31,0.49,1.38,0.024,1.24,0.13,0.8,0.125,0.069,0.500,0.314,0.000,0.000,0.220
13,Fernando,Mota,CAS,26,3B,SS,1.5,70,80,210,202,59,5,.292,.316,.386,.702,19,50,4,0,22,9,10,5,7,43,.311,.094,.351,1,0,78,0,0,0,2.6,40.4,0.213,.033,.153,-2.38,-0.37,3.60,0.06,0.049,0.96,0.10,1.5,0.273,0.263,0.667,0.230,0.000,0.000,0.253
13,Dumbbell,Thatcher,DAK,21,C,1B,1.3,34,80,111,99,29,6,.293,.355,.485,.839,15,22,1,0,19,7,0,0,10,17,.367,.192,.299,1,1,48,0,0,0,1.4,16.5,0.172,.090,.241,3.91,-0.07,0.39,1.20,0.026,5.45,0.57,1.3,0.134,0.000,0.000,0.273,0.000,0.000,0.291
13,Nicholas,Palacios,MUN,35,LF,OF,0.9,17,17,64,58,17,4,.293,.359,.569,.928,8,9,4,0,14,8,0,0,6,6,.400,.276,.271,0,0,33,0,0,0,3.8,14.5,0.103,.094,.471,3.72,-0.03,0.25,0.16,0.015,4.11,0.43,0.9,0.079,0.000,0.000,0.211,0.000,0.000,0.317
13,Ford,Dupree,HON,42,CF,OF,0.6,15,49,50,44,13,2,.295,.380,.455,.835,9,10,1,0,5,3,0,0,5,8,.371,.159,.324,0,0,20,1,0,0,1.0,22.0,0.182,.100,.231,2.64,-0.03,0.18,-0.16,0.012,2.63,0.28,0.6,0.060,0.000,0.000,0.412,0.000,0.000,0.277
13,Toronto,Mann,SPT,30,3B,SS,0.3,19,44,55,47,14,0,.298,.400,.319,.719,2,13,1,0,3,1,0,1,7,10,.334,.021,.378,0,0,15,1,3,0,1.3,Infinity,0.213,.127,.071,0.93,-0.49,-1.38,0.02,0.013,-0.92,-0.10,0.3,0.065,0.048,0.000,0.091,0.178,0.000,0.236
13,Naito,Wang,BUS,34,C,RF,1.0,28,80,77,67,20,4,.299,.377,.552,.929,10,11,5,0,10,9,0,0,8,21,.400,.254,.372,0,1,37,1,0,1,1.0,16.8,0.313,.104,.450,3.79,-0.04,-0.06,0.45,0.018,4.16,0.44,1.0,0.093,0.000,0.000,0.240,0.000,0.040,0.248
13,Barney,Blowers,KBC,27,3B,,0.1,12,80,12,10,3,0,.300,.417,.400,.817,11,2,1,0,2,1,2,3,2,5,.369,.100,.600,0,0,4,0,0,0,0.2,Infinity,0.5,.167,.333,0.49,-0.96,0.63,0.19,0.003,0.35,0.04,0.1,0.014,1.250,0.400,2.200,0.000,0.000,0.150
13,Mae,Whackett,NYN,38,2B,SS,1.6,52,80,154,139,42,4,.302,.353,.453,.806,24,31,5,2,15,11,7,0,12,24,.352,.151,.336,1,2,63,0,3,0,1.9,34.8,0.173,.078,.262,3.66,1.31,0.17,-0.13,0.036,5.05,0.53,1.6,0.194,0.163,1.000,0.400,0.065,0.000,0.268
13,Khalil,Mars,NYN,40,RF,1B/OF,1.5,36,80,108,99,30,8,.303,.355,.606,.961,13,16,6,0,18,14,0,0,8,19,.413,.303,.306,1,0,60,0,1,0,1.4,12.4,0.192,.074,.467,7.69,-0.05,-0.23,-0.03,0.025,7.40,0.78,1.5,0.139,0.000,0.000,0.167,0.031,0.000,0.299
13,Harold,Reilly,VAL,34,SS,3B,0.8,25,80,56,49,15,0,.306,.393,.429,.821,0,9,6,0,2,6,0,0,7,10,.365,.122,.385,0,0,21,0,0,0,0.7,Infinity,0.204,.125,.400,2.31,-0.03,1.34,0.20,0.013,3.83,0.40,0.8,0.069,0.000,0.000,0.000,0.000,0.000,0.239
13,Adelmo,Cabrera,GLA,38,C,1B,1.9,54,80,172,150,46,6,.307,.384,.473,.857,21,33,7,0,26,13,0,0,19,26,.376,.167,.333,0,2,71,1,0,5,2.2,25.0,0.173,.110,.283,6.82,-0.11,-1.63,1.90,0.040,7.02,0.74,1.9,0.213,0.000,0.000,0.250,0.000,0.104,0.276
13,Sean,Buck,JSB,30,C,LF,1.4,32,80,95,81,25,3,.309,.394,.494,.887,15,17,4,1,11,8,1,0,10,15,.388,.185,.344,1,1,40,2,0,0,1.2,27.0,0.185,.105,.320,5.38,0.14,0.44,1.22,0.022,7.20,0.75,1.4,0.116,0.034,1.000,0.353,0.000,0.000,0.270
13,Marina,Erp,MUN,32,SS,,2.2,58,63,197,175,54,6,.309,.371,.486,.856,29,35,13,0,24,19,1,0,15,22,.373,.177,.320,0,3,85,4,3,0,3.1,29.2,0.126,.076,.352,7.31,0.09,0.57,-0.11,0.046,7.90,0.83,2.2,0.250,0.019,1.000,0.343,0.058,0.000,0.286
13,Gerry,Glover,VAL,29,C,OF,2.0,60,80,179,167,52,5,.311,.354,.443,.797,20,40,7,0,17,12,1,2,9,30,.352,.132,.356,1,0,74,2,0,1,2.2,33.4,0.18,.050,.231,5.28,-0.81,0.28,2.47,0.042,7.26,0.76,2.0,0.241,0.059,0.333,0.259,0.000,0.019,0.267
13,Edward,Shavewell,BBR,35,1B,,0.3,11,35,38,32,10,0,.313,.421,.344,.765,6,9,1,0,2,1,0,0,5,4,.354,.031,.357,0,0,11,1,0,0,1.1,Infinity,0.125,.132,.100,1.06,-0.03,0.08,-0.33,0.009,0.79,0.08,0.3,0.046,0.000,0.000,0.375,0.000,0.000,0.263
13,Alfredo,Reid,BSD,40,3B,SS,0.7,25,32,74,67,21,1,.313,.370,.403,.773,10,17,3,0,11,4,2,1,3,16,.346,.090,.400,1,0,27,3,2,0,2.3,67.0,0.239,.041,.190,1.88,-0.10,-0.29,0.02,0.017,1.54,0.16,0.7,0.097,0.130,0.667,0.346,0.090,0.000,0.239
13,Jung-Shin,Park,BBR,41,C,,0.8,28,80,85,73,23,0,.315,.405,.342,.747,7,21,2,0,7,2,0,0,11,20,.343,.027,.434,1,0,25,0,0,0,1.1,Infinity,0.274,.129,.087,1.61,-0.07,0.35,0.53,0.020,2.45,0.26,0.8,0.106,0.000,0.000,0.206,0.000,0.000,0.218
13,Orbit,Giles,SEO,39,CF,1B/OF,0.9,24,80,74,63,20,3,.317,.397,.524,.921,10,13,4,0,17,7,1,0,9,19,.399,.206,.405,1,1,33,0,0,1,0.9,21.0,0.302,.122,.350,3.66,0.15,-0.16,-0.20,0.017,3.48,0.36,0.9,0.093,0.045,1.000,0.269,0.000,0.047,0.243
13,Kelvin,Petersen,SEO,33,CF,OF,2.0,58,69,192,180,59,8,.328,.365,.522,.887,27,40,11,0,27,19,1,1,10,25,.385,.194,.345,0,1,94,1,0,0,2.8,22.5,0.139,.052,.322,7.24,-0.36,0.69,-0.63,0.045,6.99,0.73,2.0,0.273,0.039,0.500,0.306,0.000,0.000,0.289
13,Montgomery,Sweeney,JAK,41,LF,RF,0.0,1,80,3,3,1,0,.333,.333,.333,.667,0,1,0,0,0,0,0,0,0,1,.297,.000,.500,0,0,1,0,0,0,0.0,Infinity,0.333,.000,.000,-0.05,0.00,0.01,0.01,0.001,-0.03,0.00,0.0,0.005,0.000,0.000,0.000,0.000,0.000,0.200
13,Royce,Boyd,JSB,30,2B,,0.6,18,80,50,45,15,0,.333,.400,.444,.844,8,10,5,0,4,5,0,0,5,8,.374,.111,.405,0,0,20,0,1,0,0.6,Infinity,0.178,.100,.333,2.30,-0.03,0.02,0.07,0.012,2.38,0.25,0.6,0.069,0.000,0.000,0.400,0.063,0.000,0.247
13,Rylee,Dejesus,KBC,39,C,LF,0.7,18,80,47,45,15,2,.333,.362,.533,.895,5,10,3,0,6,5,0,0,1,11,.390,.200,.406,0,0,24,1,0,0,0.6,22.5,0.244,.021,.333,2.61,-0.02,0.25,0.69,0.011,3.53,0.37,0.7,0.069,0.000,0.000,0.200,0.000,0.000,0.258
13,Nathaniel,Peppers,HAV,36,CF,OF,1.0,25,80,78,70,24,1,.343,.410,.471,.882,5,17,6,0,5,7,2,0,6,20,.390,.129,.469,0,0,33,2,0,0,1.0,70.0,0.286,.077,.292,4.31,0.35,0.30,-0.27,0.018,4.70,0.49,1.0,0.111,0.080,1.000,0.129,0.000,0.000,0.224
13,Loyd,Galindo,SCS,38,2B,IF,0.0,16,54,24,23,8,0,.348,.348,.435,.783,1,6,2,0,2,2,0,0,0,9,.343,.087,.571,1,0,10,0,4,0,0.4,Infinity,0.391,.000,.250,0.32,-0.01,-2.35,0.39,0.006,-1.64,-0.17,0.0,0.037,0.000,0.000,0.125,0.281,0.000,0.183
13,Theo,Trench,SPT,28,2B,,1.0,26,80,68,60,21,1,.350,.426,.450,.876,5,17,3,0,7,4,0,0,7,10,.391,.100,.408,0,0,27,1,1,0,0.9,60.0,0.167,.103,.190,4.19,-0.05,0.38,0.10,0.016,4.64,0.49,1.0,0.097,0.000,0.000,0.143,0.043,0.000,0.262
13,Crescent,Malone,KBC,45,2B,SS,0.9,13,16,39,34,12,4,.353,.421,.765,1.186,7,6,2,0,8,6,0,1,4,12,.501,.412,.444,1,0,26,0,0,0,2.4,8.5,0.353,.103,.500,5.59,-0.47,0.63,-0.03,0.009,5.73,0.60,0.9,0.056,0.100,0.000,0.250,0.000,0.000,0.276
13,Brandon,Snyder,MUN,38,CF,OF,0.9,17,32,59,52,19,2,.365,.441,.558,.998,8,13,4,0,8,6,0,1,6,9,.436,.192,.415,0,0,29,1,0,0,1.8,26.0,0.173,.102,.316,5.16,-0.49,0.20,-0.19,0.014,4.70,0.49,0.9,0.088,0.050,0.000,0.250,0.000,0.000,0.275
13,Vinny,McLaughlin,PAL,38,CF,1B/OF,0.2,16,80,21,19,7,1,.368,.400,.579,.979,1,5,1,0,4,2,0,0,1,7,.426,.211,.545,1,0,11,0,1,0,0.3,19.0,0.368,.048,.286,1.66,-0.01,-0.59,-0.13,0.005,0.93,0.10,0.2,0.032,0.000,0.000,0.000,0.070,0.000,0.226
13,Mina,Vasquez,BSD,36,1B,LF,0.4,12,80,28,26,11,0,.423,.464,.500,.964,2,9,2,0,3,2,0,0,2,4,.426,.077,.500,0,0,13,0,0,0,0.4,Infinity,0.154,.071,.182,2.52,-0.02,0.09,-0.18,0.007,2.41,0.25,0.4,0.051,0.000,0.000,0.154,0.000,0.000,0.254
13,Madilynn,Gentry,PDX,39,RF,C,0.3,8,80,12,9,4,0,.444,.583,.556,1.139,2,3,1,0,1,1,0,0,3,1,.501,.111,.500,0,0,5,0,0,0,0.2,Infinity,0.111,.250,.250,1.70,-0.01,0.12,0.06,0.003,1.86,0.20,0.3,0.019,0.000,0.000,0.286,0.000,0.000,0.267
13,Makenna,Patterson,MTL,32,LF,OF,0.1,1,80,4,2,1,0,.500,.750,1.000,1.750,1,0,1,0,0,1,0,0,2,0,.663,.500,.500,0,0,2,0,0,0,0.1,Infinity,0,.500,1.000,1.09,0.00,0.01,0.01,0.001,1.11,0.12,0.1,0.005,0.000,0.000,0.333,0.000,0.000,0.300
13,Xerocks,Roosevelt,NGO,39,LF,,0.2,2,80,6,6,3,1,.500,.500,1.000,1.500,1,2,0,0,5,1,0,0,0,2,.647,.500,.667,0,0,6,0,0,0,0.1,6.0,0.333,.000,.333,1.57,0.00,0.02,0.00,0.001,1.59,0.17,0.2,0.014,0.000,0.000,0.000,0.000,0.000,0.317
13,Nelly,Longstroke,BOS,44,1B,,0.1,1,80,1,1,1,0,1.000,1.000,1.000,2.000,0,1,0,0,1,0,0,0,0,0,.890,.000,1.000,0,0,1,0,0,0,0.0,Infinity,0,.000,.000,0.45,0.00,0.01,-0.03,0.000,0.42,0.04,0.1,0.005,0.000,0.000,0.000,0.000,0.000,0.300
13,Fleep,Spencer,CDMX,37,3B,1B,0.0,0,80,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0.0,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.000,0.00,0.00,0.0,0.000,0.000,0.000,0.000,0.000,0.000,#DIV/0!
13,Holt,Leverage,MTL,42,LF,OF,0.0,0,80,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0.0,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.000,0.00,0.00,0.0,0.000,0.000,0.000,0.000,0.000,0.000,#DIV/0!
13,Jude,Mezannine,MUN,21,1B,,0.0,0,80,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0.0,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.000,0.00,0.00,0.0,0.000,0.000,0.000,0.000,0.000,0.000,#DIV/0!
13,Harvey,Bennett,NYF,40,2B,,0.0,0,80,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0.0,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.000,0.00,0.00,0.0,0.000,0.000,0.000,0.000,0.000,0.000,#DIV/0!
13,Terrone,Hurley,SCS,37,RF,1B/OF,0.0,0,33,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0.0,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.000,0.00,0.00,0.0,0.000,0.000,0.000,0.000,0.000,0.000,#DIV/0!
13,Special,Witness,CHI,42,1B,LF,0.0,0,18,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0.0,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.000,0.00,0.00,0.0,0.000,0.000,0.000,0.000,0.000,0.000,#DIV/0!
