Season,First Name,Last Name,Team,Age,PP,2P,WAR,GB,GP,PA,AB,H,HR,AVG,OBP,SLG,OPS,R,1B,2B,3B,RBI,XBH,SB,CS,BB,K,wOBA,ISO,BABIP,SH,SF,TB,HBP,E,PB,PA/G,AB/HR,K%,BB%,XBH%,wRAA,wSB,Def,Pos,Corr,RAA,WAA,WAR,qAVG,Aggr,SB%,RS%,E/GF,PB/GF,adjBA
6,Kenna,Barry,BUS,27,3B,,2.5,75,80,258,234,70,11,.299,.359,.483,.842,31,49,10,0,39,21,1,2,19,62,.370,.184,.366,2,0,113,3,5,0,3.2,21.3,0.265,.074,.300,6.59,-0.87,0.00,1.17,0.195,7.09,0.73,2.5,0.299,0.042,0.333,0.247,0.075,0.000,0.253
6,Evilyn,Doom,NYN,31,CF,OF,2.9,80,80,284,263,80,8,.304,.352,.490,.843,39,52,15,5,25,28,4,3,19,25,.366,.186,.312,0,1,129,1,0,0,3.6,32.9,0.095,.067,.350,9.97,-0.72,0.96,-0.87,0.215,9.55,0.98,2.9,0.304,0.097,0.571,0.337,0.000,0.000,0.293
6,Francesca,Ali,MTL,38,C,1B,2.4,68,80,229,206,64,5,.311,.373,.442,.815,28,47,12,0,20,17,0,0,19,18,.360,.131,.321,1,1,91,2,0,2,2.9,41.2,0.087,.083,.266,6.22,-0.16,-0.12,2.39,0.173,8.50,0.88,2.4,0.311,0.000,0.000,0.288,0.000,0.033,0.291
6,Lorenzo,Boyer,SEO,27,LF,RF,0.6,75,80,266,241,54,6,.224,.294,.340,.635,31,40,6,2,23,14,12,5,18,35,.286,.116,.240,1,0,82,6,3,0,3.3,40.2,0.145,.068,.259,-10.95,0.00,-1.39,0.73,0.202,-11.42,-1.18,0.6,0.224,0.266,0.706,0.347,0.045,0.000,0.274
6,Skylar,Frye,JSB,38,2B,3B,0.9,77,80,263,239,54,5,.226,.286,.318,.604,18,42,7,0,30,12,0,1,18,53,.272,.092,.268,1,2,76,3,5,0,3.3,47.8,0.222,.068,.222,-9.43,-0.60,-0.08,0.67,0.199,-9.24,-0.95,0.9,0.226,0.016,0.000,0.186,0.073,0.000,0.248
6,Jeremiah,Walker,DAK,31,3B,SS,0.9,67,80,222,201,46,7,.229,.297,.368,.665,29,32,7,0,20,14,9,2,18,47,.297,.139,.264,0,1,74,2,8,0,2.8,28.7,0.234,.081,.304,-4.50,0.77,-2.85,0.05,0.168,-6.35,-0.66,0.9,0.229,0.212,0.818,0.373,0.134,0.000,0.254
6,Valentina,Vu,JAK,39,SS,2B,1.1,68,80,219,196,47,6,.240,.309,.378,.686,25,32,9,0,15,15,2,1,18,39,.306,.138,.270,2,1,74,2,6,0,2.7,32.7,0.199,.082,.319,-2.02,-0.18,-1.28,-0.66,0.166,-3.96,-0.41,1.1,0.240,0.058,0.667,0.311,0.099,0.000,0.262
6,Easton,Middleman,PDX,30,SS,2B,1.4,80,80,271,247,63,6,.255,.303,.381,.683,21,44,13,0,33,19,1,0,18,62,.300,.126,.310,0,5,94,1,3,0,3.4,41.2,0.251,.066,.302,-5.69,0.05,1.69,-0.77,0.205,-4.52,-0.47,1.4,0.255,0.016,1.000,0.197,0.042,0.000,0.242
6,Mister,Duffy,BBR,32,SS,IF/OF,2.0,71,80,236,213,56,8,.263,.322,.427,.749,35,38,9,1,20,18,6,0,18,56,.329,.164,.316,0,3,91,2,3,0,3.0,26.6,0.263,.076,.321,1.36,1.06,0.96,0.49,0.179,4.06,0.42,2.0,0.263,0.103,1.000,0.397,0.048,0.000,0.247
6,Akira,Smith,NGO,34,C,1B,2.8,71,73,231,211,56,14,.265,.326,.512,.838,33,32,10,0,29,24,1,0,18,41,.364,.246,.269,1,0,108,1,0,1,3.2,15.1,0.194,.078,.429,8.77,0.08,0.36,2.50,0.175,11.88,1.23,2.8,0.265,0.020,1.000,0.311,0.000,0.016,0.288
6,Dab,Thicket,SPT,31,1B,,2.3,70,70,234,206,57,12,.277,.335,.505,.840,29,34,11,0,35,23,0,1,18,36,.361,.228,.274,1,6,104,3,0,0,3.3,17.2,0.175,.077,.404,8.40,-0.58,0.51,-2.08,0.177,6.43,0.66,2.3,0.277,0.018,0.000,0.258,0.000,0.000,0.288
6,Leah,Yaughd,MSLA,32,SS,,2.4,72,80,252,226,64,10,.283,.348,.456,.804,33,45,9,0,30,19,0,0,18,32,.354,.173,.292,2,1,103,5,4,0,3.2,22.6,0.142,.071,.297,6.38,-0.16,0.49,-0.14,0.191,6.76,0.70,2.4,0.283,0.000,0.000,0.299,0.063,0.000,0.288
6,Kash,Fineman,BUS,36,3B,1B/OF,1.4,67,80,229,207,59,7,.285,.345,.425,.770,24,44,8,0,24,15,2,4,18,52,.341,.140,.351,3,0,88,1,3,0,2.9,29.6,0.251,.079,.254,0.71,-1.55,-0.43,-0.07,0.173,-1.18,-0.12,1.4,0.285,0.095,0.333,0.239,0.050,0.000,0.248
6,Abram,Welch,MUN,32,SS,2B,1.3,64,80,225,204,60,2,.294,.357,.397,.754,24,43,15,0,16,17,2,4,18,33,.337,.103,.343,1,0,81,2,7,0,2.8,102.0,0.162,.080,.283,1.90,-1.55,-2.27,-0.62,0.170,-2.37,-0.24,1.3,0.294,0.095,0.333,0.282,0.123,0.000,0.258
6,Yousef,Franco,DAK,30,1B,,0.3,68,80,219,197,41,4,.208,.276,.315,.591,12,28,9,0,19,13,0,0,17,43,.267,.107,.245,2,1,62,2,1,0,2.7,49.3,0.218,.078,.317,-9.65,-0.11,-0.29,-2.02,0.166,-11.91,-1.23,0.3,0.208,0.000,0.000,0.143,0.017,0.000,0.249
6,Get,Betta,CDMX,25,3B,,1.1,70,80,244,222,48,9,.216,.272,.365,.636,31,33,6,0,28,15,0,0,17,39,.281,.149,.220,1,3,81,1,3,0,3.1,24.7,0.176,.070,.313,-8.03,-0.12,1.32,1.09,0.185,-5.56,-0.57,1.1,0.216,0.000,0.000,0.386,0.048,0.000,0.276
6,Tyson,Arroyo,MFP,28,CF,OF,1.4,72,80,243,220,48,11,.218,.284,.418,.702,18,26,11,0,25,22,2,0,17,83,.308,.200,.289,0,2,92,4,0,0,3.0,20.0,0.377,.070,.458,-2.70,0.29,0.86,-0.79,0.184,-2.15,-0.22,1.4,0.218,0.043,1.000,0.121,0.000,0.000,0.222
6,Yuri,Yeoman,PDX,30,CF,1B,0.8,75,80,233,214,53,2,.248,.305,.336,.641,21,38,13,0,19,15,5,1,17,64,.287,.089,.342,0,1,72,1,1,0,2.9,107.0,0.299,.073,.283,-7.22,0.42,-0.09,-0.82,0.177,-7.53,-0.78,0.8,0.248,0.107,0.833,0.275,0.015,0.000,0.217
6,Caesar,Showie,HAV,35,LF,RF,1.4,67,80,216,195,49,7,.251,.312,.415,.727,27,33,7,2,27,16,1,0,17,43,.319,.164,.286,1,2,81,1,2,0,2.7,27.9,0.221,.079,.327,-0.50,0.08,-0.71,0.65,0.164,-0.32,-0.03,1.4,0.251,0.020,1.000,0.333,0.034,0.000,0.259
6,Keith,McLaughlin,GLA,30,2B,,2.0,78,80,263,242,63,11,.260,.319,.459,.778,33,37,15,0,34,26,0,1,17,27,.341,.198,.255,0,0,111,4,5,0,3.3,22.0,0.112,.065,.413,2.90,-0.59,-0.44,0.31,0.199,2.38,0.25,2.0,0.260,0.017,0.000,0.301,0.072,0.000,0.298
6,Piazza,Taylor,NYN,32,CF,OF,1.5,67,69,224,203,54,8,.266,.318,.443,.762,18,34,12,0,27,20,1,4,17,38,.332,.177,.288,1,3,90,0,1,0,3.2,25.4,0.187,.076,.370,1.68,-1.72,0.01,-0.73,0.170,-0.59,-0.06,1.5,0.266,0.098,0.200,0.159,0.017,0.000,0.271
6,Gerardo,Woodward,HAV,30,1B,3B,1.7,68,68,243,223,61,7,.274,.329,.422,.751,30,43,10,1,32,18,2,3,17,36,.331,.148,.298,0,1,94,2,1,0,3.6,31.9,0.161,.070,.295,1.78,-1.10,0.47,-1.18,0.184,0.15,0.02,1.7,0.274,0.081,0.400,0.315,0.017,0.000,0.274
6,Joe,Giovanni,BOS,30,CF,OF,2.1,70,70,243,222,62,10,.279,.333,.473,.806,37,40,11,1,33,22,9,3,17,31,.351,.194,.284,0,2,105,2,0,0,3.5,22.2,0.14,.070,.355,3.41,0.31,0.84,-0.76,0.184,3.97,0.41,2.1,0.279,0.203,0.750,0.380,0.000,0.000,0.290
6,Milk,Schroeder,DUB,33,LF,1B/OF,2.5,78,80,255,233,66,12,.283,.329,.498,.827,25,40,14,0,38,26,1,0,17,48,.357,.215,.305,0,4,116,1,1,0,3.2,19.4,0.206,.067,.394,6.03,0.06,0.44,0.61,0.193,7.34,0.76,2.5,0.283,0.017,1.000,0.181,0.014,0.000,0.274
6,Khalil,Mars,CDMX,32,RF,1B/OF,2.9,71,75,251,226,71,9,.314,.365,.487,.852,35,50,12,0,38,21,0,0,17,38,.372,.173,.341,2,3,110,3,0,0,3.3,25.1,0.168,.068,.296,9.96,-0.17,1.10,-0.07,0.190,11.01,1.14,2.9,0.314,0.000,0.000,0.317,0.000,0.000,0.277
6,Ivor,Roberts,CAS,22,3B,SS,3.6,72,80,246,227,84,9,.370,.415,.537,.952,35,67,5,3,39,17,15,9,17,42,.415,.167,.424,0,1,122,1,2,0,3.1,25.2,0.185,.069,.202,17.87,-1.25,2.13,0.06,0.186,18.99,1.96,3.6,0.370,0.282,0.625,0.280,0.031,0.000,0.272
6,Jacob,Karp,PDX,36,3B,1B,0.3,72,80,222,201,44,4,.219,.281,.299,.579,18,36,4,0,12,8,0,1,16,48,.262,.080,.265,1,2,60,2,4,0,2.8,50.3,0.239,.072,.182,-11.35,-0.58,-0.01,-0.48,0.168,-12.26,-1.26,0.3,0.219,0.019,0.000,0.241,0.063,0.000,0.242
6,Freddie,Webb,HAV,27,SS,2B,1.2,73,80,235,217,48,10,.221,.281,.410,.691,20,27,11,0,24,21,0,0,16,53,.304,.189,.247,0,0,89,2,5,0,2.9,21.7,0.244,.068,.438,-3.47,-0.11,-0.24,-0.71,0.178,-4.34,-0.45,1.2,0.221,0.000,0.000,0.179,0.077,0.000,0.259
6,Aubree,Roundhouse,MTL,34,RF,LF,0.3,79,80,265,243,54,6,.222,.268,.350,.618,26,36,11,1,31,18,5,3,16,55,.272,.128,.257,0,5,85,1,1,0,3.3,40.5,0.226,.060,.333,-11.71,-0.48,0.48,-2.90,0.201,-14.40,-1.49,0.3,0.222,0.151,0.625,0.308,0.014,0.000,0.249
6,Abraham,Shlankowitz,MFP,34,RF,OF,0.3,65,80,217,196,45,1,.230,.294,.281,.575,14,37,7,0,8,8,0,1,16,40,.264,.051,.284,3,0,55,2,2,0,2.7,196.0,0.204,.074,.178,-9.86,-0.58,-0.49,-0.53,0.164,-11.29,-1.16,0.3,0.230,0.018,0.000,0.210,0.035,0.000,0.242
6,Quentin,Santana,MTL,26,1B,OF,1.4,75,80,249,227,53,13,.233,.297,.458,.755,30,28,12,0,36,25,0,0,16,58,.330,.225,.255,0,1,104,5,3,0,3.1,17.5,0.256,.064,.472,0.42,-0.12,-1.52,-1.96,0.189,-2.99,-0.31,1.4,0.233,0.000,0.000,0.279,0.045,0.000,0.263
6,Marina,Berry,KBC,25,LF,1B/OF,1.9,74,80,241,220,55,7,.250,.310,.427,.737,31,31,16,1,37,24,5,0,16,46,.324,.177,.287,2,0,94,3,1,0,3.0,31.4,0.209,.066,.436,0.77,0.88,0.38,0.58,0.183,2.79,0.29,1.9,0.250,0.100,1.000,0.358,0.015,0.000,0.260
6,Barrett,Medrano,PAL,32,2B,SS,0.5,75,80,239,221,56,2,.253,.304,.330,.634,16,43,11,0,22,13,1,0,16,46,.285,.077,.312,2,0,73,0,9,0,3.0,110.5,0.208,.067,.232,-7.80,0.06,-3.43,-0.18,0.181,-11.17,-1.15,0.5,0.253,0.017,1.000,0.200,0.135,0.000,0.244
6,Yusuf,Santos,BSD,31,CF,OF,2.4,66,69,222,203,61,7,.300,.353,.493,.846,23,38,14,2,25,23,2,3,16,23,.368,.192,.310,1,1,100,1,0,0,3.2,29.0,0.113,.072,.377,9.35,-1.08,0.79,-0.72,0.168,8.50,0.88,2.4,0.300,0.091,0.400,0.225,0.000,0.000,0.290
6,Mew,Dewpole,DUB,30,1B,,2.4,75,75,255,233,72,10,.309,.350,.519,.870,31,44,17,1,39,28,2,2,16,21,.375,.210,.301,1,4,121,1,1,0,3.4,23.3,0.09,.063,.389,9.65,-0.65,-0.24,-2.23,0.193,6.73,0.69,2.4,0.309,0.066,0.500,0.266,0.015,0.000,0.303
6,Madilynn,Gentry,CAR,31,RF,C,2.6,76,80,252,230,72,5,.313,.367,.457,.823,36,49,18,0,22,23,5,0,16,47,.362,.143,.374,1,1,105,4,0,0,3.2,46.0,0.204,.063,.319,5.88,0.83,1.13,0.53,0.191,8.57,0.88,2.6,0.313,0.072,1.000,0.356,0.000,0.000,0.254
6,Stamp,Tumblo,CHI,34,SS,2B,2.2,78,80,255,232,75,6,.323,.370,.466,.836,35,54,15,0,43,21,0,1,16,38,.366,.142,.361,1,3,108,3,10,0,3.2,38.7,0.164,.063,.280,9.92,-0.63,-3.92,-0.75,0.193,4.81,0.50,2.2,0.323,0.014,0.000,0.330,0.144,0.000,0.269
6,Dimples,Fletcher,SCS,31,CF,OF,2.6,65,80,228,205,68,5,.332,.390,.488,.878,22,47,15,1,31,21,5,3,16,36,.384,.156,.380,0,2,100,5,1,0,2.9,41.0,0.176,.070,.309,10.72,-0.51,-0.01,-0.71,0.173,9.66,1.00,2.6,0.332,0.118,0.625,0.202,0.017,0.000,0.264
6,Emerie,O'Neill,SEO,35,RF,1B/OF,-0.1,67,80,222,202,38,5,.188,.249,.317,.566,16,24,7,2,19,14,0,0,15,63,.252,.129,.243,1,2,64,2,2,0,2.8,40.4,0.312,.068,.368,-15.18,-0.10,-0.54,-0.06,0.168,-15.72,-1.62,-0.1,0.188,0.000,0.000,0.220,0.034,0.000,0.224
6,Kendrick,Strudly,BUS,28,2B,IF,0.2,73,80,219,201,42,2,.209,.271,.274,.544,20,33,7,0,10,9,0,0,15,56,.249,.065,.280,1,0,55,2,3,0,2.7,100.5,0.279,.068,.214,-15.47,-0.12,1.30,1.79,0.166,-12.33,-1.27,0.2,0.209,0.000,0.000,0.316,0.046,0.000,0.223
6,Aurelia,Rosales,VAL,19,3B,,1.4,72,80,232,209,46,10,.220,.270,.416,.686,19,27,7,2,34,19,2,2,15,59,.297,.196,.248,2,5,87,1,3,0,2.9,20.9,0.282,.065,.413,-3.57,-0.60,1.42,1.12,0.176,-1.45,-0.15,1.4,0.220,0.093,0.500,0.173,0.047,0.000,0.249
6,Julius,Adams,PAL,20,SS,3B,0.5,80,80,286,266,60,6,.226,.267,.335,.601,24,43,11,0,20,17,3,1,15,46,.266,.109,.249,1,3,89,1,7,0,3.6,44.3,0.173,.052,.283,-13.68,0.01,-1.23,0.65,0.217,-14.03,-1.45,0.5,0.226,0.068,0.750,0.257,0.098,0.000,0.264
6,Clayton,Rose,NGO,36,3B,,1.5,75,80,252,233,56,13,.240,.286,.425,.711,33,39,4,0,34,17,1,1,15,22,.310,.185,.214,0,3,99,1,8,0,3.2,17.9,0.094,.060,.304,-1.25,-0.38,-2.36,1.17,0.191,-2.63,-0.27,1.5,0.240,0.036,0.500,0.339,0.120,0.000,0.311
6,Jeremy,Nash,MUN,23,3B,,1.7,67,80,228,202,55,6,.272,.344,.441,.784,25,34,14,1,26,21,0,1,15,39,.347,.168,.312,4,0,89,7,8,0,2.9,33.7,0.193,.066,.382,3.66,-0.58,-2.78,1.04,0.173,1.51,0.16,1.7,0.272,0.018,0.000,0.268,0.134,0.000,0.263
6,Emmeline,Roosevelt,NYF,38,LF,RF,1.5,65,80,238,217,59,5,.272,.325,.373,.698,23,48,5,1,23,11,1,2,15,41,.311,.101,.312,1,2,81,3,0,0,3.0,43.4,0.189,.063,.186,-2.09,-0.86,0.84,0.63,0.180,-1.30,-0.13,1.5,0.272,0.045,0.333,0.250,0.000,0.000,0.259
6,Jada,Beasley,SPT,25,CF,OF,2.3,69,69,235,212,59,10,.278,.332,.453,.785,35,42,7,0,40,17,12,2,15,46,.343,.175,.306,0,4,96,4,0,0,3.4,21.2,0.217,.064,.288,5.12,1.35,0.83,-0.75,0.178,6.72,0.69,2.3,0.278,0.230,0.857,0.368,0.000,0.000,0.268
6,Emmet,Arellano,MTL,26,RF,OF,1.8,75,80,242,222,63,6,.284,.331,.432,.763,29,43,13,1,29,20,0,0,15,43,.334,.149,.324,0,3,96,2,1,0,3.0,37.0,0.194,.062,.317,1.38,-0.14,0.47,-0.61,0.183,1.27,0.13,1.8,0.284,0.000,0.000,0.311,0.015,0.000,0.261
6,Jayson,Schwartz,GLA,32,LF,OF,1.1,67,80,221,202,43,7,.213,.274,.391,.665,26,22,13,1,21,21,0,0,14,39,.293,.178,.231,2,0,79,3,0,0,2.8,28.9,0.193,.063,.488,-5.99,-0.09,0.98,0.61,0.167,-4.33,-0.45,1.1,0.213,0.000,0.000,0.358,0.000,0.000,0.266
6,Kyrie,Boone,JAK,39,3B,SS,1.7,70,80,241,224,52,10,.232,.278,.420,.698,18,30,12,0,37,22,0,1,14,46,.304,.188,.247,0,2,94,1,0,0,3.0,22.4,0.205,.058,.423,-2.69,-0.56,3.60,0.06,0.183,0.59,0.06,1.7,0.232,0.022,0.000,0.140,0.000,0.000,0.270
6,Jayleen,Franks,MFP,29,LF,,0.8,75,80,263,244,57,2,.234,.278,.328,.605,22,39,15,1,26,18,0,0,14,37,.269,.094,.264,0,3,80,2,0,0,3.3,122.0,0.152,.053,.316,-10.96,-0.13,0.77,-0.02,0.199,-10.15,-1.05,0.8,0.234,0.000,0.000,0.282,0.000,0.000,0.260
6,Rasp,Booper,CAS,26,1B,C,0.6,70,80,226,211,51,5,.242,.288,.327,.615,14,43,3,0,24,8,2,1,14,63,.275,.085,.319,0,1,69,0,1,0,2.8,42.2,0.299,.062,.157,-8.88,-0.19,-0.28,-0.40,0.171,-9.58,-0.99,0.6,0.242,0.053,0.667,0.150,0.016,0.000,0.227
6,Gerry,Pinata Jr,NGO,34,SS,2B,1.0,76,80,234,212,52,5,.245,.296,.377,.673,19,34,13,0,28,18,2,1,14,54,.297,.132,.299,1,4,80,3,7,0,2.9,42.4,0.255,.060,.346,-3.55,-0.17,-1.66,-0.73,0.177,-5.93,-0.61,1.0,0.245,0.059,0.667,0.219,0.104,0.000,0.240
6,Brecken,Allday,MFP,41,1B,,1.0,74,80,244,227,56,5,.247,.295,.361,.656,16,40,11,0,26,16,8,1,14,48,.292,.115,.291,0,1,82,2,1,0,3.1,45.4,0.211,.057,.286,-5.73,1.02,-0.25,-2.20,0.185,-6.97,-0.72,1.0,0.247,0.161,0.889,0.164,0.015,0.000,0.252
6,Talon,Peck,PIT,36,2B,IF/OF,1.7,72,80,223,203,59,4,.291,.335,.414,.749,25,43,11,1,26,16,0,1,14,32,.329,.123,.324,2,3,84,1,4,0,2.8,50.8,0.158,.063,.271,2.05,-0.59,-0.32,0.25,0.169,1.57,0.16,1.7,0.291,0.017,0.000,0.300,0.063,0.000,0.267
6,Chet,Santana,BSD,31,1B,3B,2.6,75,80,248,228,67,12,.294,.343,.487,.830,38,47,8,0,40,20,0,0,14,49,.362,.193,.325,0,2,111,4,1,0,3.1,19.0,0.215,.056,.299,9.18,-0.16,0.60,-1.30,0.188,8.51,0.88,2.6,0.294,0.000,0.000,0.356,0.015,0.000,0.272
6,Kamari,Soronen,SPT,33,3B,SS,3.8,80,80,292,273,89,10,.326,.357,.535,.892,49,55,21,3,38,34,7,5,14,31,.384,.209,.336,1,3,146,1,2,0,3.7,27.3,0.114,.048,.382,16.08,-1.02,2.54,0.06,0.221,17.89,1.85,3.8,0.326,0.171,0.583,0.415,0.028,0.000,0.292
6,Petres,Rojas,MSLA,21,3B,SS,0.7,68,80,251,231,50,3,.216,.268,.320,.588,26,33,13,1,22,17,2,1,13,39,.263,.104,.246,1,2,74,4,2,0,3.1,77.0,0.169,.052,.340,-11.94,-0.17,1.93,0.05,0.190,-9.94,-1.03,0.7,0.216,0.060,0.667,0.359,0.033,0.000,0.258
6,Crispy,Gibson,DAK,32,SS,2B,0.1,72,77,228,213,51,1,.239,.286,.296,.582,19,41,9,0,10,10,0,0,13,41,.263,.056,.292,1,0,63,1,8,0,3.0,213.0,0.192,.057,.196,-10.69,-0.13,-2.65,-0.70,0.173,-14.00,-1.44,0.1,0.239,0.000,0.000,0.281,0.125,0.000,0.246
6,Carlos,Christensen,NGO,36,RF,LF,1.2,71,80,228,208,55,7,.264,.317,.394,.711,37,42,6,0,25,13,2,1,13,44,.315,.130,.302,1,2,82,4,2,0,2.9,29.7,0.212,.057,.236,-0.06,-0.19,-0.44,-2.60,0.173,-3.12,-0.32,1.2,0.264,0.051,0.667,0.462,0.032,0.000,0.260
6,Luther,Vega,HON,26,LF,,0.1,73,80,226,211,40,1,.190,.239,.261,.500,21,29,8,2,20,11,3,1,12,71,.226,.071,.279,0,1,55,2,1,0,2.8,211.0,0.336,.053,.275,-14.28,0.05,-0.04,-0.02,0.171,-14.12,-1.46,0.1,0.190,0.093,0.750,0.377,0.015,0.000,0.202
6,Veranda,O'Cherio,MTL,38,3B,SS,0.2,80,80,236,220,48,4,.218,.264,.300,.564,22,38,6,0,18,10,0,1,12,84,.253,.082,.331,1,1,66,2,5,0,3.0,55.0,0.382,.051,.208,-13.81,-0.58,0.18,0.06,0.179,-13.96,-1.44,0.2,0.218,0.019,0.000,0.310,0.070,0.000,0.198
6,Greyson,Hooper,SCS,26,CF,IF/OF,0.6,77,80,232,214,55,1,.257,.299,.313,.612,19,45,9,0,18,10,1,2,12,34,.274,.056,.297,1,3,67,2,3,0,2.9,214.0,0.159,.052,.182,-9.53,-0.84,-0.15,1.06,0.176,-9.29,-0.96,0.6,0.257,0.051,0.333,0.265,0.044,0.000,0.256
6,Kyler,Night,PAL,34,CF,OF,0.6,67,80,220,204,56,2,.275,.317,.343,.660,18,46,8,0,18,10,4,5,12,38,.295,.069,.327,2,1,70,1,3,0,2.8,102.0,0.186,.055,.179,-5.37,-1.59,-1.56,-0.73,0.167,-9.09,-0.94,0.6,0.275,0.153,0.444,0.239,0.050,0.000,0.251
6,Sullivan,Allison,CHI,37,2B,3B,2.7,75,80,255,234,66,13,.282,.327,.504,.831,35,40,13,0,38,26,0,0,12,54,.361,.222,.315,4,1,118,4,5,0,3.2,18.0,0.231,.047,.394,8.67,-0.13,-0.18,0.65,0.193,9.21,0.95,2.7,0.282,0.000,0.000,0.319,0.075,0.000,0.270
6,Jasiah,May,BUS,23,SS,3B,-0.5,72,80,222,205,44,6,.215,.264,.322,.586,20,34,4,0,19,10,0,0,11,55,.262,.107,.262,2,1,66,3,13,0,2.8,34.2,0.268,.050,.227,-13.42,-0.12,-6.38,0.58,0.168,-19.17,-1.98,-0.5,0.215,0.000,0.000,0.269,0.203,0.000,0.240
6,Ellen,Bryce,NYN,23,2B,,0.9,67,80,220,203,45,4,.222,.273,.320,.593,27,33,8,0,19,12,17,3,11,43,.265,.099,.259,0,2,65,4,2,0,2.8,50.8,0.212,.050,.267,-9.97,1.93,1.43,0.27,0.167,-6.18,-0.64,0.9,0.222,0.417,0.850,0.411,0.034,0.000,0.250
6,Anakin,Petersen,HON,24,RF,C,1.8,75,80,247,234,55,10,.235,.267,.432,.699,24,31,12,2,39,24,10,1,10,50,.302,.197,.256,0,2,101,1,1,1,3.1,23.4,0.214,.040,.436,-0.72,1.45,-0.12,0.52,0.187,1.32,0.14,1.8,0.235,0.262,0.909,0.250,0.015,0.015,0.266
6,TD,Byrd,MUN,29,RF,LF,0.8,69,80,232,216,58,5,.269,.307,.370,.678,22,46,7,0,25,12,1,1,10,38,.300,.102,.303,1,2,80,3,2,0,2.9,43.2,0.176,.043,.207,-4.86,-0.39,-0.47,-2.53,0.176,-8.08,-0.83,0.8,0.269,0.034,0.500,0.258,0.033,0.000,0.263
6,Dennis,Roy,CAR,30,SS,3B,2.7,80,80,269,255,78,9,.306,.328,.518,.846,35,44,23,2,43,34,3,2,10,48,.363,.212,.343,1,3,132,0,3,0,3.4,28.3,0.188,.037,.436,6.33,-0.43,1.92,0.65,0.204,8.67,0.89,2.7,0.306,0.093,0.600,0.329,0.042,0.000,0.268
6,Stefan,Jimenez,HON,40,3B,SS,1.3,68,80,229,217,56,4,.258,.284,.364,.648,20,41,11,0,20,15,0,0,8,19,.284,.106,.264,0,3,79,1,3,0,2.9,54.3,0.088,.035,.268,-3.81,-0.12,1.14,0.05,0.173,-2.56,-0.26,1.3,0.258,0.000,0.000,0.262,0.050,0.000,0.287
6,Stump,Wells,MSLA,38,LF,1B/OF,-0.1,2,80,5,5,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,0,0,0,0,0,0,0.1,Infinity,0.6,.000,NaN,-1.29,0.00,0.03,0.02,0.004,-1.24,-0.13,-0.1,0.000,0.000,0.000,0.000,0.000,0.000,0.120
6,Womp,Fleshman,MTL,41,LF,OF,-0.1,2,80,7,7,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,0,0,0,0,0,0,0.1,Infinity,0.143,.000,NaN,-1.83,0.00,0.03,0.02,0.005,-1.78,-0.18,-0.1,0.000,0.000,0.000,0.000,0.000,0.000,0.257
6,Sullivan,Sherwood,MTL,26,RF,OF,-0.1,2,80,3,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,0,0,0,0,0,0,0.0,Infinity,0.333,.000,NaN,-0.79,0.00,0.03,-0.02,0.002,-0.77,-0.08,-0.1,0.000,0.000,0.000,0.000,0.000,0.000,0.200
6,Uriah,Potts,NYF,36,RF,OF,0.0,1,22,1,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0,0,0,0,0,0,0.0,Infinity,0,.000,NaN,-0.26,0.00,0.02,-0.01,0.001,-0.25,-0.03,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.300
6,Fleep,Spencer,PDX,29,3B,1B,-0.1,7,80,10,10,0,0,.000,.000,.000,.000,6,0,0,0,1,0,4,0,0,2,.000,.000,.000,0,0,0,0,0,0,0.1,Infinity,0.2,.000,NaN,-2.62,0.80,0.30,-0.05,0.008,-1.55,-0.16,-0.1,0.000,0.000,1.000,0.000,0.000,0.000,0.240
6,Harvey,Bennett,SPT,32,2B,,0.0,1,53,2,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0,0,0,0,0,0,0.0,Infinity,0,.000,NaN,-0.51,0.00,0.04,0.00,0.002,-0.45,-0.05,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.300
6,Turtle,Nickerson,JSB,40,RF,LF,-0.3,10,80,16,16,1,0,.063,.063,.063,.125,0,1,0,0,0,0,0,0,0,7,.056,.000,.111,0,0,1,0,0,0,0.2,Infinity,0.438,.000,.000,-3.36,0.00,0.16,-0.37,0.012,-3.55,-0.37,-0.3,0.005,0.000,0.000,0.000,0.000,0.000,0.169
6,Vito,Pennington,BUS,22,RF,LF,-0.1,3,80,12,11,1,0,.091,.167,.091,.258,1,1,0,0,0,0,0,0,0,5,.134,.000,.167,0,0,1,1,0,0,0.2,Infinity,0.455,.000,.000,-1.95,0.00,0.05,-0.11,0.009,-2.00,-0.21,-0.1,0.005,0.000,0.000,0.500,0.000,0.000,0.164
